word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source
carbamoylphosphonate,1,1,False,True,enhanced_6thread_revalidation
carbamoylpyridinium,1,1,False,True,enhanced_6thread_revalidation
carbamoylsarcosine,1,1,False,True,enhanced_6thread_revalidation
carbamylalkyl,1,1,False,True,enhanced_6thread_revalidation
carbamylphosphate,1,1,False,True,enhanced_6thread_revalidation
carbanilamide,1,1,False,True,enhanced_6thread_revalidation
carbazolium,1,1,False,True,enhanced_6thread_revalidation
carbeniums,1,1,False,True,enhanced_6thread_revalidation
carbidelike,1,1,False,True,enhanced_6thread_revalidation
carbidisation,1,1,False,True,enhanced_6thread_revalidation
carbidized,1,1,False,True,enhanced_6thread_revalidation
carbidizing,1,1,False,True,enhanced_6thread_revalidation
carbiners,1,1,False,True,enhanced_6thread_revalidation
carbonitrided,2,2,False,True,enhanced_6thread_revalidation
carbonizate,1,1,False,True,enhanced_6thread_revalidation
carbonizates,1,1,False,True,enhanced_6thread_revalidation
carbonladen,1,1,False,True,enhanced_6thread_revalidation
carbonmonoxyhemoglobin,2,2,False,True,enhanced_6thread_revalidation
carbophobes,1,1,False,True,enhanced_6thread_revalidation
carbophos,2,2,False,True,enhanced_6thread_revalidation
carbosilane,2,2,False,True,enhanced_6thread_revalidation
carbosilanes,3,3,False,True,enhanced_6thread_revalidation
carbosilazane,1,1,False,True,enhanced_6thread_revalidation
carbosiloxane,1,1,False,True,enhanced_6thread_revalidation
carbosiloxanes,1,1,False,True,enhanced_6thread_revalidation
carbosilylation,1,1,False,True,enhanced_6thread_revalidation
carbosulfan,2,2,False,True,enhanced_6thread_revalidation
carbothioate,1,1,False,True,enhanced_6thread_revalidation
carbothioates,1,1,False,True,enhanced_6thread_revalidation
carbothioic,1,1,False,True,enhanced_6thread_revalidation
carbovir,3,3,False,True,enhanced_6thread_revalidation
carboxamidine,3,3,False,True,enhanced_6thread_revalidation
carboximidoyls,1,1,False,True,enhanced_6thread_revalidation
carboxonium,1,1,False,True,enhanced_6thread_revalidation
carboxy,4+,8,False,True,enhanced_6thread_revalidation
carboxymethylchitin,1,1,False,True,enhanced_6thread_revalidation
carboxymethylchitosan,1,1,False,True,enhanced_6thread_revalidation
carboxymethylcobalamin,1,1,False,True,enhanced_6thread_revalidation
carboxymethyldextran,2,2,False,True,enhanced_6thread_revalidation
carboxymethyldextrans,1,1,False,True,enhanced_6thread_revalidation
carboxymethylene,1,1,False,True,enhanced_6thread_revalidation
carboxymethylenehydantoin,1,1,False,True,enhanced_6thread_revalidation
carboxymethylglucan,1,1,False,True,enhanced_6thread_revalidation
carboxymethylglutathione,1,1,False,True,enhanced_6thread_revalidation
carboxymethylguanine,1,1,False,True,enhanced_6thread_revalidation
carboxymethylhistidine,1,1,False,True,enhanced_6thread_revalidation
carboxymethylhomocysteine,1,1,False,True,enhanced_6thread_revalidation
carboxymethylhydantoin,1,1,False,True,enhanced_6thread_revalidation
carboxymethyls,1,1,False,True,enhanced_6thread_revalidation
carboxymuconate,1,1,False,True,enhanced_6thread_revalidation
carboxymuconic,1,1,False,True,enhanced_6thread_revalidation
carboxynorspermidine,2,2,False,True,enhanced_6thread_revalidation
carbunculation,2,2,False,True,enhanced_6thread_revalidation
carcerating,3,3,False,True,enhanced_6thread_revalidation
carceration,4+,5,False,True,enhanced_6thread_revalidation
carcinoembryonal,1,1,False,True,enhanced_6thread_revalidation
carcinoidal,1,1,False,True,enhanced_6thread_revalidation
carcinolectin,1,1,False,True,enhanced_6thread_revalidation
carcinolectins,1,1,False,True,enhanced_6thread_revalidation
carcinolipin,1,1,False,True,enhanced_6thread_revalidation
carcinologic,2,2,False,True,enhanced_6thread_revalidation
carcinolysin,3,3,False,True,enhanced_6thread_revalidation
carcinomagenesis,1,1,False,True,enhanced_6thread_revalidation
carcinomal,2,2,False,True,enhanced_6thread_revalidation
carcinomertes,1,1,False,True,enhanced_6thread_revalidation
carcinomous,1,1,False,True,enhanced_6thread_revalidation
carcinonemertes,2,2,False,True,enhanced_6thread_revalidation
carcinonemertidae,0,0,True,False,multi_thread_revalidation
carcinophobic,1,1,False,True,enhanced_6thread_revalidation
carcinus,3,3,False,True,enhanced_6thread_revalidation
cardanolides,2,2,False,True,enhanced_6thread_revalidation
cardans,1,1,False,True,enhanced_6thread_revalidation
cardboarded,2,2,False,True,enhanced_6thread_revalidation
cardboarding,2,2,False,True,enhanced_6thread_revalidation
cardbus,2,2,False,True,enhanced_6thread_revalidation
cardenistas,1,1,False,True,enhanced_6thread_revalidation
cardhouse,4+,4,False,True,enhanced_6thread_revalidation
cardhouses,2,2,False,True,enhanced_6thread_revalidation
cardioconversion,2,2,False,True,enhanced_6thread_revalidation
cardiolidae,1,1,False,True,enhanced_6thread_revalidation
cardiolucina,1,1,False,True,enhanced_6thread_revalidation
cardiomanes,1,1,False,True,enhanced_6thread_revalidation
cardiorhythm,1,1,False,True,enhanced_6thread_revalidation
cardiosonics,1,1,False,True,enhanced_6thread_revalidation
cardiums,1,1,False,True,enhanced_6thread_revalidation
cardmember,4+,4,False,True,enhanced_6thread_revalidation
cardmembers,3,3,False,True,enhanced_6thread_revalidation
cardplay,3,3,False,True,enhanced_6thread_revalidation
cardplaying,4+,5,False,True,enhanced_6thread_revalidation
carduelidae,1,1,False,True,enhanced_6thread_revalidation
carduelids,1,1,False,True,enhanced_6thread_revalidation
caressest,1,1,False,True,enhanced_6thread_revalidation
carettochelys,0,0,True,False,multi_thread_revalidation
carey,4+,6,False,True,enhanced_6thread_revalidation
careys,4+,5,False,True,enhanced_6thread_revalidation
carfentanyl,3,3,False,True,enhanced_6thread_revalidation
carfloat,3,3,False,True,enhanced_6thread_revalidation
carfloats,2,2,False,True,enhanced_6thread_revalidation
carfree,4+,4,False,True,enhanced_6thread_revalidation
cargoworthiness,1,1,False,True,enhanced_6thread_revalidation
cargoworthy,1,1,False,True,enhanced_6thread_revalidation
cariamidae,3,3,False,True,enhanced_6thread_revalidation
caridina,2,2,False,True,enhanced_6thread_revalidation
carinata,2,2,False,True,enhanced_6thread_revalidation
carinately,1,1,False,True,enhanced_6thread_revalidation
carinating,1,1,False,True,enhanced_6thread_revalidation
carination,4+,6,False,True,enhanced_6thread_revalidation
carlyleans,1,1,False,True,enhanced_6thread_revalidation
carlyleism,1,1,False,True,enhanced_6thread_revalidation
carme,4+,5,False,True,enhanced_6thread_revalidation
carmeline,1,1,False,True,enhanced_6thread_revalidation
carmelitess,4+,5,False,True,enhanced_6thread_revalidation
carmelitic,1,1,False,True,enhanced_6thread_revalidation
carmelizes,2,2,False,True,enhanced_6thread_revalidation
carmeltazite,1,1,False,True,enhanced_6thread_revalidation
carmesin,1,1,False,True,enhanced_6thread_revalidation
carmichaelia,2,2,False,True,enhanced_6thread_revalidation
carmina,3,3,False,True,enhanced_6thread_revalidation
carminate,3,3,False,True,enhanced_6thread_revalidation
carminated,2,2,False,True,enhanced_6thread_revalidation
carminates,2,2,False,True,enhanced_6thread_revalidation
carminite,4+,6,False,True,enhanced_6thread_revalidation
carminized,1,1,False,True,enhanced_6thread_revalidation
carminomycin,3,3,False,True,enhanced_6thread_revalidation
carminophile,2,2,False,True,enhanced_6thread_revalidation
carminophilous,4+,4,False,True,enhanced_6thread_revalidation
carmoisine,3,3,False,True,enhanced_6thread_revalidation
carmosine,2,2,False,True,enhanced_6thread_revalidation
carmovirus,4+,4,False,True,enhanced_6thread_revalidation
carmoviruses,3,3,False,True,enhanced_6thread_revalidation
carnaiba,1,1,False,True,enhanced_6thread_revalidation
carnian,3,3,False,True,enhanced_6thread_revalidation
carnidae,2,2,False,True,enhanced_6thread_revalidation
carnidazole,2,2,False,True,enhanced_6thread_revalidation
carniolan,4+,6,False,True,enhanced_6thread_revalidation
carnist,3,3,False,True,enhanced_6thread_revalidation
carnivaled,1,1,False,True,enhanced_6thread_revalidation
carnosic,3,3,False,True,enhanced_6thread_revalidation
carolean,4+,9,False,True,enhanced_6thread_revalidation
carpetable,2,2,False,True,enhanced_6thread_revalidation
carpetbagism,4+,5,False,True,enhanced_6thread_revalidation
carpetball,1,1,False,True,enhanced_6thread_revalidation
carpetbeater,4+,5,False,True,enhanced_6thread_revalidation
carpetbombed,1,1,False,True,enhanced_6thread_revalidation
carpetgrass,3,3,False,True,enhanced_6thread_revalidation
carpetgrasses,2,2,False,True,enhanced_6thread_revalidation
carpindolol,1,1,False,True,enhanced_6thread_revalidation
carpinus,4+,6,False,True,enhanced_6thread_revalidation
carpopod,1,1,False,True,enhanced_6thread_revalidation
carposinids,1,1,False,True,enhanced_6thread_revalidation
carposperm,4+,4,False,True,enhanced_6thread_revalidation
carposphaera,1,1,False,True,enhanced_6thread_revalidation
carposphere,2,2,False,True,enhanced_6thread_revalidation
carpospheres,1,1,False,True,enhanced_6thread_revalidation
carryalong,1,1,False,True,enhanced_6thread_revalidation
carshare,3,3,False,True,enhanced_6thread_revalidation
carshares,1,1,False,True,enhanced_6thread_revalidation
cartulae,1,1,False,True,enhanced_6thread_revalidation
carunclectomy,2,2,False,True,enhanced_6thread_revalidation
caruncula,4+,7,False,True,enhanced_6thread_revalidation
carunculae,4+,6,False,True,enhanced_6thread_revalidation
carus,4+,4,False,True,enhanced_6thread_revalidation
caruses,2,2,False,True,enhanced_6thread_revalidation
carvanserai,1,1,False,True,enhanced_6thread_revalidation
carvedilol,4+,6,False,True,enhanced_6thread_revalidation
carveouts,3,3,False,True,enhanced_6thread_revalidation
carveup,2,2,False,True,enhanced_6thread_revalidation
carworkers,1,1,False,True,enhanced_6thread_revalidation
carya,4+,7,False,True,enhanced_6thread_revalidation
caryatidae,1,1,False,True,enhanced_6thread_revalidation
caryatide,2,2,False,True,enhanced_6thread_revalidation
caryocar,4+,6,False,True,enhanced_6thread_revalidation
caryophyllum,2,2,False,True,enhanced_6thread_revalidation
caryotaxus,1,1,False,True,enhanced_6thread_revalidation
casabe,4+,5,False,True,enhanced_6thread_revalidation
casanovan,2,2,False,True,enhanced_6thread_revalidation
cascadian,4+,6,False,True,enhanced_6thread_revalidation
cascadite,3,3,False,True,enhanced_6thread_revalidation
cascalhos,1,1,False,True,enhanced_6thread_revalidation
cascalote,4+,5,False,True,enhanced_6thread_revalidation
cascarine,1,1,False,True,enhanced_6thread_revalidation
cascarons,1,1,False,True,enhanced_6thread_revalidation
cascaroside,2,2,False,True,enhanced_6thread_revalidation
cascarosides,2,2,False,True,enhanced_6thread_revalidation
casebearing,3,3,False,True,enhanced_6thread_revalidation
casecohort,1,1,False,True,enhanced_6thread_revalidation
casecount,1,1,False,True,enhanced_6thread_revalidation
casefile,4+,4,False,True,enhanced_6thread_revalidation
casefiles,3,3,False,True,enhanced_6thread_revalidation
caseflow,2,2,False,True,enhanced_6thread_revalidation
caseflows,1,1,False,True,enhanced_6thread_revalidation
casefold,1,1,False,True,enhanced_6thread_revalidation
caseknife,1,1,False,True,enhanced_6thread_revalidation
caselaw,4+,4,False,True,enhanced_6thread_revalidation
caselining,1,1,False,True,enhanced_6thread_revalidation
casenotes,2,2,False,True,enhanced_6thread_revalidation
casepapers,1,1,False,True,enhanced_6thread_revalidation
casepiece,1,1,False,True,enhanced_6thread_revalidation
casepieces,1,1,False,True,enhanced_6thread_revalidation
caseum,4+,6,False,True,enhanced_6thread_revalidation
cashbag,1,1,False,True,enhanced_6thread_revalidation
cashcard,4+,4,False,True,enhanced_6thread_revalidation
cashcards,1,1,False,True,enhanced_6thread_revalidation
cashels,3,3,False,True,enhanced_6thread_revalidation
casiques,3,3,False,True,enhanced_6thread_revalidation
casketbearers,1,1,False,True,enhanced_6thread_revalidation
casketmaker,1,1,False,True,enhanced_6thread_revalidation
casketmakers,2,2,False,True,enhanced_6thread_revalidation
cassididae,4+,5,False,True,enhanced_6thread_revalidation
cassinia,2,2,False,True,enhanced_6thread_revalidation
cassinian,4+,6,False,True,enhanced_6thread_revalidation
cassiopea,3,3,False,True,enhanced_6thread_revalidation
cassocs,1,1,False,True,enhanced_6thread_revalidation
cassolets,1,1,False,True,enhanced_6thread_revalidation
castalians,2,2,False,True,enhanced_6thread_revalidation
castelfranco,3,3,False,True,enhanced_6thread_revalidation
castelike,2,2,False,True,enhanced_6thread_revalidation
castellania,2,2,False,True,enhanced_6thread_revalidation
castellology,2,2,False,True,enhanced_6thread_revalidation
castile,4+,7,False,True,enhanced_6thread_revalidation
castiles,3,3,False,True,enhanced_6thread_revalidation
castillans,0,0,True,False,multi_thread_revalidation
castilleja,0,0,True,False,multi_thread_revalidation
castizas,2,2,False,True,enhanced_6thread_revalidation
catagenous,1,1,False,True,enhanced_6thread_revalidation
cataglyphus,1,1,False,True,enhanced_6thread_revalidation
catakinetic,3,3,False,True,enhanced_6thread_revalidation
catalan,4+,9,False,True,enhanced_6thread_revalidation
catalanism,4+,4,False,True,enhanced_6thread_revalidation
catalanization,3,3,False,True,enhanced_6thread_revalidation
catalepses,1,1,False,True,enhanced_6thread_revalidation
catfaced,4+,5,False,True,enhanced_6thread_revalidation
catfighting,4+,4,False,True,enhanced_6thread_revalidation
catfisher,3,3,False,True,enhanced_6thread_revalidation
catfishers,3,3,False,True,enhanced_6thread_revalidation
catflap,4+,4,False,True,enhanced_6thread_revalidation
catflaps,4+,4,False,True,enhanced_6thread_revalidation
catfoot,4+,6,False,True,enhanced_6thread_revalidation
catfooting,1,1,False,True,enhanced_6thread_revalidation
catgirls,3,3,False,True,enhanced_6thread_revalidation
cathaoirleach,2,2,False,True,enhanced_6thread_revalidation
cathar,4+,6,False,True,enhanced_6thread_revalidation
catharanthus,4+,4,False,True,enhanced_6thread_revalidation
cathari,4+,8,False,True,enhanced_6thread_revalidation
catharism,4+,9,False,True,enhanced_6thread_revalidation
catharistic,4+,5,False,True,enhanced_6thread_revalidation
catharists,2,2,False,True,enhanced_6thread_revalidation
cathartes,4+,7,False,True,enhanced_6thread_revalidation
catheading,2,2,False,True,enhanced_6thread_revalidation
cathechized,1,1,False,True,enhanced_6thread_revalidation
cathection,4+,5,False,True,enhanced_6thread_revalidation
cathective,1,1,False,True,enhanced_6thread_revalidation
cathecumens,2,2,False,True,enhanced_6thread_revalidation
cathedralesque,4+,6,False,True,enhanced_6thread_revalidation
cathedralian,1,1,False,True,enhanced_6thread_revalidation
cathedralism,1,1,False,True,enhanced_6thread_revalidation
cathedralist,1,1,False,True,enhanced_6thread_revalidation
cathedralists,1,1,False,True,enhanced_6thread_revalidation
cathedrize,1,1,False,True,enhanced_6thread_revalidation
cathelicidin,3,3,False,True,enhanced_6thread_revalidation
cathelicidins,3,3,False,True,enhanced_6thread_revalidation
cathemeral,3,3,False,True,enhanced_6thread_revalidation
cathemerality,3,3,False,True,enhanced_6thread_revalidation
cathenamine,2,2,False,True,enhanced_6thread_revalidation
catheptase,1,1,False,True,enhanced_6thread_revalidation
catheterlike,1,1,False,True,enhanced_6thread_revalidation
cathexic,1,1,False,True,enhanced_6thread_revalidation
cathexion,4+,4,False,True,enhanced_6thread_revalidation
cathexions,1,1,False,True,enhanced_6thread_revalidation
cathismata,3,3,False,True,enhanced_6thread_revalidation
catproof,4+,5,False,True,enhanced_6thread_revalidation
catproofed,1,1,False,True,enhanced_6thread_revalidation
catproofing,1,1,False,True,enhanced_6thread_revalidation
catproofs,1,1,False,True,enhanced_6thread_revalidation
catsbane,1,1,False,True,enhanced_6thread_revalidation
catscans,2,2,False,True,enhanced_6thread_revalidation
catsear,2,2,False,True,enhanced_6thread_revalidation
catseye,4+,4,False,True,enhanced_6thread_revalidation
catseyes,2,2,False,True,enhanced_6thread_revalidation
catsitter,3,3,False,True,enhanced_6thread_revalidation
